,회사명,거래소코드,회계년도_x,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,매출액증가율(IFRS연결)
10,(주)ES큐브,50120,2011-12-01,2002-04-25,,  도매 및 상품 중개업,5,0,21.63
11,(주)ES큐브,50120,2012-12-01,2002-04-25,,  도매 및 상품 중개업,5,0,4.85
30,(주)강스템바이오텍,217730,2015-12-01,2015-12-21,,  연구개발업,5,0,14745.93
32,(주)강스템바이오텍,217730,2017-12-01,2015-12-21,,  의료용 물질 및 의약품 제조업,5,0,983.64
37,(주)강원에너지,114190,2012-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,112
40,(주)강원에너지,114190,2015-12-01,2009-11-20,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,-10.28
46,(주)고려시멘트,198440,2017-12-01,2014-08-13,,  비금속 광물제품 제조업,5,0,876502.76
50,(주)고바이오랩,348150,2020-12-01,2020-11-18,,  연구개발업,5,0,696.42
73,(주)골드퍼시픽,38530,2013-12-01,2000-06-09,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-31.68
74,(주)골드퍼시픽,38530,2014-12-01,2000-06-09,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,130
78,(주)골드퍼시픽,38530,2018-12-01,2000-06-09,,  도매 및 상품 중개업,5,0,13.45
81,(주)골프존,215000,2016-12-01,2015-04-03,,  출판업,5,0,7.64
99,(주)광림,14200,2014-12-01,1993-07-07,,  자동차 및 트레일러 제조업,5,0,123.74
101,(주)광림,14200,2016-12-01,1993-07-07,,  자동차 및 트레일러 제조업,5,0,-63.2
106,(주)광무,29480,2011-12-01,1996-08-27,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,-36.69
107,(주)광무,29480,2012-12-01,1996-08-27,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,-20.44
113,(주)광무,29480,2018-12-01,1996-08-27,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,7.12
136,(주)국순당,43650,2011-12-01,2000-08-24,,  음료 제조업,5,0,9.2
137,(주)국순당,43650,2012-12-01,2000-08-24,,  음료 제조업,5,0,-7.04
156,(주)국전약품,307750,2020-12-01,2018-12-19,,  의료용 물질 및 의약품 제조업,5,0,806130.76
184,(주)금화피에스시,36190,2013-12-01,2000-12-26,,  전문직별 공사업,5,0,53.5
192,(주)기가레인,49080,2013-12-01,2013-12-19,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,947819.34
212,(주)나노,187790,2015-12-01,2014-05-08,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,298918.1
230,(주)나노엔텍,39860,2011-12-01,2000-08-16,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,-13.2
231,(주)나노엔텍,39860,2012-12-01,2000-08-16,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,2.14
251,(주)나스미디어,89600,2016-12-01,2013-07-17,,  전문 서비스업,5,0,53.75
270,(주)나이스디앤비,130580,2015-12-01,2011-12-22,,  사업지원 서비스업,5,0,21.46
276,(주)나인테크,267320,2020-12-01,2017-06-22,,  기타 기계 및 장비 제조업,5,0,658558.1
277,(주)내츄럴엔도텍,168330,2013-12-01,2013-10-31,,  연구개발업,5,0,289.6
279,(주)내츄럴엔도텍,168330,2015-12-01,2013-10-31,,  연구개발업,5,0,-64.13
291,(주)네오리진,94860,2017-12-01,2007-04-16,,  출판업,5,0,-13.06
295,(주)네오셈,253590,2019-12-01,2018-04-04,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,272155.88
323,(주)네오크레마,311390,2019-12-01,2019-08-22,,  식료품 제조업,5,0,-9.05
327,(주)네오티스,85910,2013-12-01,2007-10-01,,  기타 기계 및 장비 제조업,5,0,3.25
328,(주)네오티스,85910,2014-12-01,2007-10-01,,  기타 기계 및 장비 제조업,5,0,4.27
340,(주)네오팜,92730,2016-12-01,2007-01-30,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,17.81
345,(주)네오퍼플,28090,2011-12-01,1996-11-29,2013-05-03,  식료품 제조업,4,0,-11.8
346,(주)네오퍼플,28090,2012-12-01,1996-11-29,2013-05-03,  식료품 제조업,4,0,-23.25
347,(주)네오펙트,290660,2018-12-01,2018-11-28,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,26.91
350,(주)네온테크,306620,2020-12-01,2018-10-31,,  기타 기계 및 장비 제조업,5,0,391136.68
353,(주)네이블커뮤니케이션즈,153460,2014-12-01,2012-07-19,,  출판업,5,0,8.04
380,(주)네패스아크,330860,2020-12-01,2020-11-17,,"  기타 전문, 과학 및 기술 서비스업",5,0,23.99
383,(주)넥스지,81970,2013-12-01,2007-08-20,2018-10-11,  출판업,4,0,-3.74
387,(주)넥스지,81970,2017-12-01,2007-08-20,2018-10-11,  출판업,4,0,-13.49
399,(주)넥스트아이,137940,2012-12-01,2011-06-14,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,44.66
408,(주)넥스트엔터테인먼트월드,160550,2014-12-01,2014-12-23,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,-50.98
416,(주)넥슨게임즈,225570,2017-12-01,2015-09-25,,  출판업,5,0,223975.05
420,(주)넵튠,217270,2016-12-01,2015-06-18,,  출판업,5,0,183255.49
431,(주)노바텍,285490,2018-12-01,2018-11-02,,  기타 제품 제조업,5,0,21.61
446,(주)녹십자엠에스,142280,2015-12-01,2014-12-17,,  의료용 물질 및 의약품 제조업,5,0,9.79
470,(주)누리플랜,69140,2017-12-01,2010-10-26,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,3.52
502,(주)뉴보텍,60260,2020-12-01,2002-02-05,,  고무 및 플라스틱제품 제조업,5,0,1.87
513,(주)뉴트리,270870,2018-12-01,2018-12-13,,  식료품 제조업,5,0,44.44
541,(주)다날,64260,2011-12-01,2004-07-23,,  정보서비스업,5,0,10.99
542,(주)다날,64260,2012-12-01,2004-07-23,,  출판업,5,0,8.82
574,(주)다원시스,68240,2014-12-01,2010-09-14,,  전기장비 제조업,5,0,3.18
608,(주)대림제지,17650,2017-12-01,1994-11-07,,"  펄프, 종이 및 종이제품 제조업",5,0,75.02
659,(주)대유에이피,290120,2019-12-01,2018-12-07,,  자동차 및 트레일러 제조업,5,0,-18.82
662,(주)대창솔루션,96350,2012-12-01,2007-12-17,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,-12.63
679,(주)대한과학,131220,2012-12-01,2011-10-11,,  도매 및 상품 중개업,5,0,13.73
698,(주)더 미동,161570,2013-12-01,2013-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-1.09
712,(주)더블유아이,73570,2016-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,0,-68.58
717,(주)더블유에스아이,299170,2020-12-01,2018-09-21,,  도매 및 상품 중개업,5,0,263762.36
719,(주)덕산테코피아,317330,2020-12-01,2019-08-02,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,26.75
721,(주)덕신하우징,90410,2015-12-01,2014-08-01,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,15.72
739,(주)덱스터스튜디오,206560,2015-12-01,2015-12-22,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,260448.27
745,(주)덴티스,261200,2020-12-01,2017-06-26,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,467072.31
749,(주)동국알앤에스,75970,2011-12-01,2004-02-13,,  비금속 광물제품 제조업,5,0,-12.72
750,(주)동국알앤에스,75970,2012-12-01,2004-02-13,,  비금속 광물제품 제조업,5,0,-15.66
783,(주)동성화인텍,33500,2015-12-01,1997-12-19,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,-17.51
817,(주)동우팜투테이블,88910,2019-12-01,2006-06-23,,  식료품 제조업,5,0,8.16
881,(주)드래곤플라이,30350,2019-12-01,1997-11-10,,  출판업,5,0,-4.59
883,(주)드림시큐리티,203650,2017-12-01,2014-10-13,,  출판업,5,0,247584.02
898,(주)드림티엔터테인먼트,220110,2015-12-01,2015-06-24,2020-04-10,"  기타 전문, 과학 및 기술 서비스업",4,0,144
903,(주)디딤,217620,2017-12-01,2015-06-10,,  음식점 및 주점업,5,0,687988.86
908,(주)디모아,16670,2012-12-01,1993-04-21,,  도매 및 상품 중개업,6,0,95.63
942,(주)디아크,78590,2018-12-01,2005-10-27,,  자동차 및 트레일러 제조업,6,0,8.41
948,(주)디알텍,214680,2016-12-01,2015-04-20,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,366292.22
953,(주)디앤씨미디어,263720,2017-12-01,2017-08-01,,  출판업,5,0,40.46
954,(주)디앤씨미디어,263720,2018-12-01,2017-08-01,,  출판업,5,0,24.02
959,(주)디에스앤엘,141020,2013-12-01,2013-01-29,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,-67.54
978,(주)디에이테크놀로지,196490,2014-12-01,2014-11-19,,  기타 기계 및 장비 제조업,5,0,39.74
999,(주)디엔에이링크,127120,2015-12-01,2011-12-26,,  연구개발업,5,0,7.87
1014,(주)디엔에프,92070,2020-12-01,2007-11-16,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,61.69
1035,(주)디와이디,219550,2017-12-01,2015-07-22,,  도매 및 상품 중개업,6,0,636822.86
1037,(주)디와이디,219550,2019-12-01,2015-07-22,,  도매 및 상품 중개업,6,0,-11.17
1042,(주)디이엔티,79810,2014-12-01,2005-01-26,,  기타 기계 및 장비 제조업,5,0,-38.46
1052,(주)디지아이,43360,2014-12-01,2001-07-20,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,5.5
1060,(주)디지캡,197140,2019-12-01,2018-09-07,,  출판업,5,0,32.34
1066,(주)디지털대성,68930,2015-12-01,2003-10-17,,  교육 서비스업,5,0,4.73
1092,(주)디티앤씨,187220,2015-12-01,2014-12-17,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,0,15.7
1098,(주)디피앤케이,189700,2014-12-01,2014-06-10,2017-08-31,"  의복, 의복 액세서리 및 모피제품 제조업",4,0,124555.23
1111,(주)라닉스,317120,2019-12-01,2019-09-18,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-7.81
1113,(주)라온테크,232680,2018-12-01,2021-06-17,,  기타 기계 및 장비 제조업,5,0,243307.58
1142,(주)랩지노믹스,84650,2020-12-01,2014-12-16,,  연구개발업,5,0,260.14
1143,(주)러셀,217500,2018-12-01,2015-06-16,,  기타 기계 및 장비 제조업,5,0,312514.82
1145,(주)러셀,217500,2020-12-01,2015-06-16,,  기타 기계 및 장비 제조업,5,0,-16
1148,(주)레고켐바이오사이언스,141080,2015-12-01,2013-05-10,,  연구개발업,5,0,105.56
1158,(주)레드로버,60300,2015-12-01,2002-01-10,,  영상ㆍ오디오 기록물 제작 및 배급업,6,0,-30.49
1164,(주)레드캡투어,38390,2011-12-01,2000-02-01,,  사업지원 서비스업,5,0,17.85
1165,(주)레드캡투어,38390,2012-12-01,2000-02-01,,  사업지원 서비스업,5,0,12.2
1182,(주)레이크머티리얼즈,281740,2020-12-01,2017-12-12,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,464773.52
1186,(주)로보로보,215100,2017-12-01,2015-04-22,,  전기장비 제조업,5,0,143591.33
1200,(주)로보티즈,108490,2018-12-01,2018-10-26,,  기타 기계 및 장비 제조업,5,0,35.47
1244,(주)리노스,39980,2014-12-01,2002-08-13,,  소매업; 자동차 제외,5,0,29.33
1246,(주)리노스,39980,2016-12-01,2002-08-13,,  소매업; 자동차 제외,5,0,6.82
1253,(주)리더스코스메틱,16100,2013-12-01,2003-01-15,,"  펄프, 종이 및 종이제품 제조업",6,0,35.4
1254,(주)리더스코스메틱,16100,2014-12-01,2003-01-15,,"  펄프, 종이 및 종이제품 제조업",6,0,64.23
1266,(주)리드코프,12700,2011-12-01,1996-01-19,,  도매 및 상품 중개업,5,0,23.49
1267,(주)리드코프,12700,2012-12-01,1996-01-19,,  도매 및 상품 중개업,5,0,22.36
1277,(주)리메드,302550,2020-12-01,2019-12-06,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,-10.34
1298,(주)마이크로컨텍솔루션,98120,2012-12-01,2008-09-23,,  전기장비 제조업,5,0,3.97
1322,(주)매직마이크로,127160,2015-12-01,2015-11-19,,  전기장비 제조업,6,0,653383.47
1328,(주)매커스,93520,2011-12-01,2007-02-12,,  도매 및 상품 중개업,5,0,-5.22
1329,(주)매커스,93520,2012-12-01,2007-02-12,,  도매 및 상품 중개업,5,0,0.84
1342,(주)멀티캠퍼스,67280,2012-12-01,2006-11-16,,  정보서비스업,5,0,27.42
1351,(주)메드팩토,235980,2019-12-01,2019-12-19,,  연구개발업,5,0,
1352,(주)메드팩토,235980,2020-12-01,2019-12-19,,  연구개발업,5,0,
1368,(주)메디콕스,54180,2019-06-01,2001-10-16,,  기타 운송장비 제조업,5,0,80.55
1372,(주)메디톡스,86900,2013-12-01,2009-01-16,,  의료용 물질 및 의약품 제조업,5,0,7.94
1389,(주)메디프론디비티,65650,2020-12-01,2003-01-21,,  도매 및 상품 중개업,5,0,80.41
1394,(주)메지온,140410,2016-12-01,2012-01-20,,  연구개발업,5,0,-41.37
1400,(주)메카로,241770,2018-12-01,2017-12-06,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,-5.22
1413,(주)멕아이씨에스,58110,2015-12-01,2015-12-14,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,-80.93
1414,(주)멕아이씨에스,58110,2016-12-01,2015-12-14,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,-12.02
1427,(주)멜파스,96640,2019-12-01,2009-12-18,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,49.63
1433,(주)모다,149940,2016-12-01,2012-09-25,2020-07-10,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,322.89
1459,(주)모린스,110310,2013-12-01,2009-09-25,2014-04-11,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,4.89
1461,(주)모바일리더,100030,2012-12-01,2010-05-25,,  출판업,5,0,0.34
1490,(주)모비스,250060,2017-12-01,2016-09-08,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,23795.36
1491,(주)모비스,250060,2018-12-01,2016-09-08,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,4.48
1504,(주)미래생명자원,218150,2017-12-01,2015-06-18,,  식료품 제조업,5,0,409166.76
1535,(주)바른손,18700,2011-03-01,1994-03-18,,"  펄프, 종이 및 종이제품 제조업",5,0,69.27
1545,(주)바른손이앤에이,35620,2011-12-01,1999-08-13,,  출판업,5,0,0.15
1546,(주)바른손이앤에이,35620,2012-12-01,1999-08-13,,  출판업,5,0,-34.95
1559,(주)바른전자,64520,2015-12-01,2002-12-04,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,4.19
1565,(주)바이넥스,53030,2011-12-01,2001-08-07,,  의료용 물질 및 의약품 제조업,5,0,13.15
1566,(주)바이넥스,53030,2012-12-01,2001-08-07,,  의료용 물질 및 의약품 제조업,5,0,3.13
1570,(주)바이넥스,53030,2016-12-01,2001-08-07,,  의료용 물질 및 의약품 제조업,5,0,23.4
1575,(주)바이브컴퍼니,301300,2020-12-01,2020-10-28,,  출판업,5,0,56.9
1586,(주)바이오로그디바이스,208710,2015-12-01,2014-12-24,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,448640.1
1603,(주)바이오솔루션,86820,2020-12-01,2018-08-20,,  의료용 물질 및 의약품 제조업,5,0,-12.81
1634,(주)박셀바이오,323990,2020-12-01,2020-09-22,,  연구개발업,5,0,
1635,(주)배럴,267790,2018-12-01,2018-02-01,,"  의복, 의복 액세서리 및 모피제품 제조업",5,0,41.89
1658,(주)베노홀딩스,206400,2015-12-01,2014-12-10,,  출판업,5,0,202616.02
1670,(주)베스파,299910,2019-12-01,2018-12-03,,  출판업,6,0,-19.21
1677,(주)보광산업,225530,2020-12-01,2015-12-17,,  비금속 광물제품 제조업,5,0,14.33
1679,(주)보라티알,250000,2017-12-01,2017-06-08,,  도매 및 상품 중개업,5,0,9.69
1713,(주)브랜드엑스코퍼레이션,337930,2020-12-01,2020-08-13,,  정보서비스업,5,0,117.99
1734,(주)브이티지엠피,18290,2017-12-01,1994-09-07,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,69.8
1760,(주)비덴트,121800,2013-12-01,2011-12-01,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-15.38
1761,(주)비덴트,121800,2014-12-01,2011-12-01,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,10.2
1776,(주)비보존헬스케어,82800,2019-12-01,2005-11-18,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,-2.28
1781,(주)비씨월드제약,200780,2017-12-01,2014-12-15,,  의료용 물질 및 의약품 제조업,5,0,9.96
1789,(주)비아트론,141000,2016-12-01,2012-05-04,,  기타 기계 및 장비 제조업,5,0,69.36
1805,(주)비엔씨컴퍼니,58370,2011-12-01,2002-02-19,2017-05-08,  기타 기계 및 장비 제조업,4,0,-35.17
1807,(주)비엔씨컴퍼니,58370,2013-12-01,2002-02-19,2017-05-08,  도매 및 상품 중개업,4,0,124.21
1811,(주)비엔지티,32790,2011-12-01,1997-06-26,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,-20.03
1812,(주)비엔지티,32790,2012-12-01,1997-06-26,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,0,-10.47
1822,(주)비엘,142760,2017-12-01,2016-07-07,,  연구개발업,5,0,204.19
1846,(주)비올,335890,2020-12-01,2019-12-03,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,121443.28
1847,(주)비즈니스온커뮤니케이션,138580,2017-12-01,2017-11-30,,  출판업,5,0,134465.61
1850,(주)비즈니스온커뮤니케이션,138580,2020-12-01,2017-11-30,,  출판업,5,0,17.56
1853,(주)비츠로셀,82920,2013-03-01,2009-10-28,,  전기장비 제조업,5,0,14.97
1855,(주)비츠로셀,82920,2015-06-01,2009-10-28,,  전기장비 제조업,5,0,16.43
1861,(주)비츠로시스,54220,2011-03-01,2001-12-26,,  전기장비 제조업,5,0,-24.05
1871,(주)비츠로테크,42370,2011-03-01,2000-08-03,,  전기장비 제조업,5,0,30.19
1872,(주)비츠로테크,42370,2012-03-01,2000-08-03,,  전기장비 제조업,5,0,7.7
1875,(주)비츠로테크,42370,2015-06-01,2000-08-03,,  전기장비 제조업,5,0,22.48
1877,(주)비츠로테크,42370,2017-06-01,2000-08-03,,  전문 서비스업,5,0,125.48
1881,(주)비케이홀딩스,50090,2011-12-01,2004-06-29,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,3.8
1882,(주)비케이홀딩스,50090,2012-12-01,2004-06-29,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-8.83
1888,(주)비케이홀딩스,50090,2018-12-01,2004-06-29,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-60.79
1902,(주)비피도,238200,2019-12-01,2018-12-26,,  식료품 제조업,5,0,-12.49
1926,(주)사람인에이치알,143240,2014-12-01,2012-02-21,,  정보서비스업,5,0,5.91
1928,(주)사람인에이치알,143240,2016-12-01,2012-02-21,,  정보서비스업,5,0,7.6
1933,(주)삼기,122350,2012-12-01,2010-03-19,,  자동차 및 트레일러 제조업,5,0,1874717.86
2021,(주)상보,27580,2014-12-01,2007-10-01,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,2.75
2028,(주)상상인,38540,2011-12-01,2000-08-18,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,12.28
2029,(주)상상인,38540,2012-12-01,2000-08-18,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,48.1
2046,(주)상상인인더스트리,101000,2019-12-01,2009-11-06,,  기타 기계 및 장비 제조업,5,0,-50.04
2063,(주)상지카일룸,42940,2016-12-01,2000-10-19,,  전문직별 공사업,5,0,-76.81
2081,(주)서린바이오사이언스,38070,2013-12-01,2005-10-25,,  도매 및 상품 중개업,5,0,-20.97
2089,(주)서부티엔디,6730,2011-12-01,1995-10-06,,  소매업; 자동차 제외,5,0,6.7
2090,(주)서부티엔디,6730,2012-12-01,1995-10-06,,  소매업; 자동차 제외,5,0,22.72
2098,(주)서부티엔디,6730,2020-12-01,1995-10-06,,  숙박업,5,0,-33.75
2170,(주)서진오토모티브,122690,2012-12-01,2010-05-25,,  자동차 및 트레일러 제조업,5,0,10238639.94
2214,(주)선익시스템,171090,2017-12-01,2017-09-20,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-14
2333,(주)세토피아,222810,2016-12-01,2015-08-13,,  출판업,5,0,147539.62
2336,(주)세토피아,222810,2019-12-01,2015-08-13,,  출판업,5,0,-2.31
2342,(주)세화피앤씨,252500,2017-12-01,2016-11-02,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,12.63
2347,(주)셀레믹스,331920,2020-12-01,2020-08-21,,  의료용 물질 및 의약품 제조업,5,0,238.73
2348,(주)셀루메드,49180,2011-12-01,2002-05-23,,  의료용 물질 및 의약품 제조업,5,0,-12.34
2349,(주)셀루메드,49180,2012-12-01,2002-05-23,,  의료용 물질 및 의약품 제조업,5,0,-13.25
2358,(주)셀리드,299660,2019-12-01,2019-02-20,,  연구개발업,5,0,
2359,(주)셀리드,299660,2020-12-01,2019-02-20,,  연구개발업,5,0,
2360,(주)셀리버리,268600,2018-12-01,2018-11-09,,  연구개발업,5,0,45023.16
2366,(주)셀바스에이아이,108860,2014-12-01,2009-12-10,,  출판업,5,0,-18.53
2367,(주)셀바스에이아이,108860,2015-12-01,2009-12-10,,  출판업,5,0,40.73
2373,(주)셀바스헬스케어,208370,2016-12-01,2014-12-17,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,230767.97
2396,(주)셀피글로벌,68940,2015-12-01,2010-10-19,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,18.4
2403,(주)소마젠,950200,2020-12-01,2020-07-13,,"  기타 전문, 과학 및 기술 서비스업",5,0,-5.38
2406,(주)소프트센,32680,2013-12-01,1997-07-18,,  도매 및 상품 중개업,5,0,146.43
2407,(주)소프트센,32680,2014-12-01,1997-07-18,,  도매 및 상품 중개업,5,0,221.6
2413,(주)소프트센,32680,2020-12-01,1997-07-18,,  도매 및 상품 중개업,5,0,-16.92
2468,(주)수산아이앤티,50960,2020-12-01,2016-10-11,,  출판업,5,0,43.48
2469,(주)수젠텍,253840,2019-12-01,2019-05-28,,  의료용 물질 및 의약품 제조업,5,0,-29.43
