회사명,거래소코드,회계년도,[제조]영업이익(손실),[제조]영업이익(손실)(연결)
(주)케이씨에스,115500,Dec-20,2457786,2457786
(주)케이아이엔엑스,93320,Dec-11,4106653,4443723
(주)케이아이엔엑스,93320,Dec-12,3905164,5272491
(주)케이아이엔엑스,93320,Dec-13,4102514,5404048
(주)케이아이엔엑스,93320,Dec-14,4460724,6284289
(주)케이아이엔엑스,93320,Dec-15,4923815,7097706
(주)케이아이엔엑스,93320,Dec-16,6196985,7800075
(주)케이아이엔엑스,93320,Dec-17,8252891,9152447
(주)케이아이엔엑스,93320,Dec-18,11522557,13164858
(주)케이아이엔엑스,93320,Dec-19,14342805,16467445
(주)케이아이엔엑스,93320,Dec-20,15617915,17782412
(주)케이엔엔,58400,Dec-11,10188194,10252023
(주)케이엔엔,58400,Dec-12,7366617,7419274
(주)케이엔엔,58400,Dec-13,3424849,3454345
(주)케이엔엔,58400,Dec-14,7530118,7388134
(주)케이엔엔,58400,Dec-15,8491732,8254363
(주)케이엔엔,58400,Dec-16,5884824,5935456
(주)케이엔엔,58400,Dec-17,8350575,8587798
(주)케이엔엔,58400,Dec-18,7616773,7803631
(주)케이엔엔,58400,Dec-19,6881843,7443644
(주)케이엔엔,58400,Dec-20,5706679,6206546
(주)케이지이니시스,35600,Dec-11,13294909,13161429
(주)케이지이니시스,35600,Dec-12,15500568,15500568
(주)케이지이니시스,35600,Dec-13,20016987,36022081
(주)케이지이니시스,35600,Dec-14,24454040,39775954
(주)케이지이니시스,35600,Dec-15,27658304,20002703
(주)케이지이니시스,35600,Dec-16,26286558,29504478
(주)케이지이니시스,35600,Dec-17,32024605,54676797
(주)케이지이니시스,35600,Dec-18,38047487,60425521
(주)케이지이니시스,35600,Dec-19,41112244,86145634
(주)케이지이니시스,35600,Dec-20,47657395,98005685
(주)케이티알파,36030,Dec-11,-11952137,-7141715
(주)케이티알파,36030,Dec-12,-7410248,-5213034
(주)케이티알파,36030,Dec-13,2168814,7027474
(주)케이티알파,36030,Dec-14,6915568,6915568
(주)케이티알파,36030,Dec-15,5348243,5348243
(주)케이티알파,36030,Dec-16,6258292,6258292
(주)케이티알파,36030,Dec-17,5745405,5745405
(주)케이티알파,36030,Dec-18,5553592,5553592
(주)케이티알파,36030,Dec-19,10709042,10709042
(주)케이티알파,36030,Dec-20,11811037,11811037
(주)코데즈컴바인,47770,Dec-11,11020284,10330769
(주)코데즈컴바인,47770,Dec-12,-7176533,-7957799
(주)코데즈컴바인,47770,Dec-13,-14789437,-16881132
(주)코데즈컴바인,47770,Dec-14,-31457947,-29916857
(주)코데즈컴바인,47770,Dec-15,-22497914,-21268512
(주)코데즈컴바인,47770,Dec-16,1325027,1323033
(주)코데즈컴바인,47770,Dec-17,1811670,1811670
(주)코데즈컴바인,47770,Dec-18,3970792,4805817
(주)코데즈컴바인,47770,Dec-19,4110844,4513675
(주)코데즈컴바인,47770,Dec-20,3310928,3669089
(주)코리아에스이,101670,Dec-11,3104581,3104581
(주)코리아에스이,101670,Dec-12,1338600,1338600
(주)코리아에스이,101670,Dec-13,1581955,1581955
(주)코리아에스이,101670,Dec-14,-303098,-303098
(주)코리아에스이,101670,Dec-15,865784,865784
(주)코리아에스이,101670,Dec-16,930421,930421
(주)코리아에스이,101670,Dec-17,-505682,-805311
(주)코리아에스이,101670,Dec-18,-895891,-2931357
(주)코리아에스이,101670,Dec-19,331151,-2649716
(주)코리아에스이,101670,Dec-20,-1401005,-3492739
(주)코썬바이오,204990,Dec-11,-732783,-732783
(주)코썬바이오,204990,Dec-12,781741,781741
(주)코썬바이오,204990,Dec-13,2847349,2847349
(주)코썬바이오,204990,Dec-14,7411475,7411475
(주)코썬바이오,204990,Dec-15,9588909,9588909
(주)코썬바이오,204990,Dec-16,7901880,7901880
(주)코썬바이오,204990,Dec-17,-984363,-2294248
(주)코썬바이오,204990,Dec-18,-14884400,-24009266
(주)코썬바이오,204990,Dec-19,-26525049,-28487900
(주)코아에스앤아이,52350,Dec-11,-1362953,-1362953
(주)코엔텍,29960,Dec-11,5075839,6064620
(주)코엔텍,29960,Dec-12,9507633,10337372
(주)코엔텍,29960,Dec-13,8025423,8798715
(주)코엔텍,29960,Dec-14,9535636,10718066
(주)코엔텍,29960,Dec-15,7537545,9472359
(주)코엔텍,29960,Dec-16,14876626,15475622
(주)코엔텍,29960,Dec-17,17050026,18586515
(주)코엔텍,29960,Dec-18,27649277,29310888
(주)코엔텍,29960,Dec-19,28446448,28446448
(주)코엔텍,29960,Dec-20,31035919,31035919
(주)코텍,52330,Dec-11,20639370,20639370
(주)코텍,52330,Dec-12,21401752,21401752
(주)코텍,52330,Dec-13,20736416,20736416
(주)코텍,52330,Dec-14,5492376,5492376
(주)코텍,52330,Dec-15,26291925,26291925
(주)코텍,52330,Dec-16,29276826,29276826
(주)코텍,52330,Dec-17,33444127,33444127
(주)코텍,52330,Dec-18,42424699,42424699
(주)코텍,52330,Dec-19,34798947,33129377
(주)코텍,52330,Dec-20,5376279,-953699
(주)큐에스아이,66310,Dec-11,4512062,4512062
(주)큐에스아이,66310,Dec-12,2739820,2603027
(주)큐에스아이,66310,Dec-13,3499080,3711718
(주)큐에스아이,66310,Dec-14,3110895,3480038
(주)큐에스아이,66310,Dec-15,2412464,1402431
(주)큐에스아이,66310,Dec-16,731924,894188
(주)큐에스아이,66310,Dec-17,1438452,1067005
(주)큐에스아이,66310,Dec-18,-357241,-1053320
(주)큐에스아이,66310,Dec-19,160199,416541
(주)큐에스아이,66310,Dec-20,1033193,430912
(주)키이스트,54780,Dec-11,2285348,2285348
(주)키이스트,54780,Dec-12,3344908,3011747
(주)키이스트,54780,Dec-13,1092981,-5563744
(주)키이스트,54780,Dec-14,6286532,7890629
(주)키이스트,54780,Dec-15,3560786,7601566
(주)키이스트,54780,Dec-16,802180,-313869
(주)키이스트,54780,Dec-17,-278424,983966
(주)키이스트,54780,Dec-18,-2103444,-2413550
(주)키이스트,54780,Dec-19,-1649906,-1524810
(주)키이스트,54780,Dec-20,1620485,1667576
(주)타이거일렉,219130,Dec-11,5064098,5064098
(주)타이거일렉,219130,Dec-12,4254482,4254482
(주)타이거일렉,219130,Dec-13,1961927,1965558
(주)타이거일렉,219130,Dec-14,3282418,3497760
(주)타이거일렉,219130,Dec-15,3132141,3020619
(주)타이거일렉,219130,Dec-16,1139125,1139125
(주)타이거일렉,219130,Dec-17,4686833,4686833
(주)타이거일렉,219130,Dec-18,2360780,2360780
(주)타이거일렉,219130,Dec-19,1460861,1460861
(주)타이거일렉,219130,Dec-20,5851407,5851407
(주)탑코미디어,134580,Dec-11,4386556,4386556
(주)탑코미디어,134580,Dec-12,9146575,9223859
(주)탑코미디어,134580,Dec-13,5226258,5262563
(주)탑코미디어,134580,Dec-14,4187991,4343388
(주)탑코미디어,134580,Dec-15,4590634,4612356
(주)탑코미디어,134580,Dec-16,-6390126,-7275618
(주)탑코미디어,134580,Dec-17,-10649888,-10845023
(주)탑코미디어,134580,Dec-18,1802593,1542572
(주)탑코미디어,134580,Dec-19,-4476578,-4476578
(주)탑코미디어,134580,Dec-20,-3473429,-3473429
(주)텔레칩스,54450,Dec-11,-4676796,-4676796
(주)텔레칩스,54450,Dec-12,-1884436,-1884436
(주)텔레칩스,54450,Dec-13,-7918465,-7918465
(주)텔레칩스,54450,Dec-14,1706650,1706650
(주)텔레칩스,54450,Dec-15,4568889,4568889
(주)텔레칩스,54450,Dec-16,6685885,6640431
(주)텔레칩스,54450,Dec-17,6200877,6334056
(주)텔레칩스,54450,Dec-18,8308072,8154892
(주)텔레칩스,54450,Dec-19,8037236,7646362
(주)텔레칩스,54450,Dec-20,-7972182,-8475004
(주)투비소프트,79970,Dec-11,2094498,2094498
(주)투비소프트,79970,Dec-12,3073516,3081088
(주)투비소프트,79970,Dec-13,3538453,3549051
(주)투비소프트,79970,Dec-14,1717850,2293302
(주)투비소프트,79970,Dec-15,1655521,1083906
(주)투비소프트,79970,Dec-16,2608272,2563644
(주)투비소프트,79970,Dec-17,-5889743,-10006674
(주)투비소프트,79970,Dec-18,-4559129,-9419308
(주)투비소프트,79970,Dec-19,-4304491,-10802300
(주)투비소프트,79970,Dec-20,2501567,-1985097
(주)티씨케이,64760,Dec-11,15948987,15948987
(주)티씨케이,64760,Dec-12,7988372,7988372
(주)티씨케이,64760,Dec-13,3478423,3478423
(주)티씨케이,64760,Dec-14,7050055,7050055
(주)티씨케이,64760,Dec-15,16089654,16089654
(주)티씨케이,64760,Dec-16,27429967,27429967
(주)티씨케이,64760,Dec-17,47730492,47730492
(주)티씨케이,64760,Dec-18,59075768,59075768
(주)티씨케이,64760,Dec-19,59171215,59171215
(주)티씨케이,64760,Dec-20,80266434,80266434
(주)티엘아이,62860,Dec-11,-5292521,2330987
(주)티엘아이,62860,Dec-12,6435103,11519457
(주)티엘아이,62860,Dec-13,4323166,-4970958
(주)티엘아이,62860,Dec-14,7674039,7082034
(주)티엘아이,62860,Dec-15,6155050,2869605
(주)티엘아이,62860,Dec-16,-2085437,-1034265
(주)티엘아이,62860,Dec-17,-4439392,-3969190
(주)티엘아이,62860,Dec-18,-18707006,-18996290
(주)티엘아이,62860,Dec-19,1465475,253402
(주)티엘아이,62860,Dec-20,-4586184,-7863322
(주)파나진,46210,Dec-11,289615,-1735483
(주)파나진,46210,Dec-12,-4259857,-4259857
(주)파나진,46210,Dec-13,-3556189,-3556189
(주)파나진,46210,Dec-14,-942877,-942877
(주)파나진,46210,Dec-15,157347,157347
(주)파나진,46210,Dec-16,-748846,-748846
(주)파나진,46210,Dec-17,-2646732,-2646732
(주)파나진,46210,Dec-18,-1340748,-1340748
(주)파나진,46210,Dec-19,-607899,-607899
(주)파나진,46210,Dec-20,5148964,5148964
(주)파라다이스,34230,Dec-11,49228672,50879370
(주)파라다이스,34230,Dec-12,63096235,89770644
(주)파라다이스,34230,Dec-13,106234118,134446116
(주)파라다이스,34230,Dec-14,50713468,79047839
(주)파라다이스,34230,Dec-15,34337005,58321729
(주)파라다이스,34230,Dec-16,54457315,65785845
(주)파라다이스,34230,Dec-17,-2395160,-29952294
(주)파라다이스,34230,Dec-18,15438315,2407782
(주)파라다이스,34230,Dec-19,18732967,51868334
(주)파라다이스,34230,Dec-20,-18569229,-86150820
(주)파라텍,33540,Dec-11,6556926,7291664
(주)파라텍,33540,Dec-12,96660,764643
(주)파라텍,33540,Dec-13,5066792,6045360
(주)파라텍,33540,Dec-14,6055178,7031927
(주)파라텍,33540,Dec-15,4559598,4559019
(주)파라텍,33540,Dec-16,5671247,5469650
(주)파라텍,33540,Dec-17,9583360,9589632
(주)파라텍,33540,Dec-18,-107086,-138646
(주)파라텍,33540,Dec-19,-36732819,-37047419
(주)파라텍,33540,Dec-20,4587316,4026832
(주)파인디지털,38950,Dec-11,1095149,2516842
(주)파인디지털,38950,Dec-12,10122005,10583878
(주)파인디지털,38950,Dec-13,6870527,8033431
(주)파인디지털,38950,Dec-14,6529171,7001395
(주)파인디지털,38950,Dec-15,-2171083,-1358745
(주)파인디지털,38950,Dec-16,-4417940,-3693758
(주)파인디지털,38950,Dec-17,-4889370,-3679309
(주)파인디지털,38950,Dec-18,211519,1428970
(주)파인디지털,38950,Dec-19,1587210,-216891
(주)파인디지털,38950,Dec-20,5359251,3428146
(주)팍스넷,38160,Dec-11,-3833118,-3833118
(주)팍스넷,38160,Dec-12,-590437,-590437
(주)팍스넷,38160,Dec-13,-1319395,-1319395
(주)팍스넷,38160,Dec-14,3441029,3441029
(주)팍스넷,38160,Dec-15,4638238,4638238
(주)팍스넷,38160,Dec-16,3872788,3872788
(주)팍스넷,38160,Dec-17,1271747,1271747
(주)팍스넷,38160,Dec-18,360841,-35475
(주)팍스넷,38160,Dec-19,-13019238,-16158578
(주)팍스넷,38160,Dec-20,-6768875,-8489675
(주)펩트론,87010,Dec-11,-234783,-234783
(주)펩트론,87010,Dec-12,-1322542,-1322542
(주)펩트론,87010,Dec-13,-1458287,-1458287
(주)펩트론,87010,Dec-14,-2609255,-2609255
(주)펩트론,87010,Dec-15,-2850195,-2850195
(주)펩트론,87010,Dec-16,-3564182,-3564182
(주)펩트론,87010,Dec-17,-4773839,-4773839
(주)펩트론,87010,Dec-18,-7905678,-7905678
(주)펩트론,87010,Dec-19,-12703568,-12703568
(주)펩트론,87010,Dec-20,-17605942,-17605942
(주)폴라리스오피스,41020,Dec-11,4598254,651938
(주)폴라리스오피스,41020,Dec-12,12826043,8515312
(주)폴라리스오피스,41020,Dec-13,16514746,10384144
(주)폴라리스오피스,41020,Dec-14,3741829,2503810
(주)폴라리스오피스,41020,Dec-15,-15968699,-18167782
(주)폴라리스오피스,41020,Dec-16,-17633872,-24257235
(주)폴라리스오피스,41020,Dec-17,-13890066,-14230849
(주)폴라리스오피스,41020,Dec-18,1595795,-516728
(주)폴라리스오피스,41020,Dec-19,-3197749,-5948733
(주)폴라리스오피스,41020,Dec-20,-4949790,-7887420
(주)푸드나무,290720,Dec-17,4334158,4330936
(주)푸드나무,290720,Dec-18,6527422,6542139
(주)푸드나무,290720,Dec-19,5474730,5467595
(주)푸드나무,290720,Dec-20,6252654,6644522
(주)피제이전자,6140,Dec-11,10696722,10696722
(주)피제이전자,6140,Dec-12,11521174,11521174
(주)피제이전자,6140,Dec-13,10947357,10947357
(주)피제이전자,6140,Dec-14,7367314,7367314
(주)피제이전자,6140,Dec-15,6994619,6994619
(주)피제이전자,6140,Dec-16,7071926,7071926
(주)피제이전자,6140,Dec-17,7448132,7448132
(주)피제이전자,6140,Dec-18,6108070,6108070
(주)피제이전자,6140,Dec-19,5890548,5890548
(주)피제이전자,6140,Dec-20,5579122,5579122
(주)픽셀플러스,87600,Dec-11,10688609,10688609
(주)픽셀플러스,87600,Dec-12,30828704,30828704
(주)픽셀플러스,87600,Dec-13,46434940,46419383
(주)픽셀플러스,87600,Dec-14,21817338,21792538
(주)픽셀플러스,87600,Dec-15,9435746,9277432
(주)픽셀플러스,87600,Dec-16,-7424088,-7424088
(주)픽셀플러스,87600,Dec-17,-10712774,-10712774
(주)픽셀플러스,87600,Dec-18,-9428070,-9428070
(주)픽셀플러스,87600,Dec-19,-8347275,-8347275
(주)픽셀플러스,87600,Dec-20,974049,974049
(주)하나기술,299030,Dec-17,5123591,5123591
(주)하나기술,299030,Dec-18,5188797,5188797
(주)하나기술,299030,Dec-19,5674673,5743366
(주)하나기술,299030,Dec-20,-4737994,-4510555
(주)하이로닉,149980,Dec-11,829301,829301
(주)하이로닉,149980,Dec-12,2760109,2760109
(주)하이로닉,149980,Dec-13,3631909,3631909
(주)하이로닉,149980,Dec-14,7649555,7649555
(주)하이로닉,149980,Dec-15,2291072,2089544
(주)하이로닉,149980,Dec-16,1284470,347124
(주)하이로닉,149980,Dec-17,2373520,1748125
(주)하이로닉,149980,Dec-18,1220942,-28353
(주)하이로닉,149980,Dec-19,2669571,2612626
(주)하이로닉,149980,Dec-20,1184135,1235437
(주)하이텍팜,106190,Dec-11,13064851,13064851
(주)하이텍팜,106190,Dec-12,10842076,10842076
(주)하이텍팜,106190,Dec-13,12281614,12281614
(주)하이텍팜,106190,Dec-14,7886730,7886730
(주)하이텍팜,106190,Dec-15,5397823,5397823
(주)하이텍팜,106190,Dec-16,5176088,5176088
(주)하이텍팜,106190,Dec-17,3271141,3271141
(주)하이텍팜,106190,Dec-18,2082887,2082887
(주)하이텍팜,106190,Dec-19,-4524865,-4524865
(주)하이텍팜,106190,Dec-20,-3323862,-3323862
(주)하츠,66130,Dec-11,1106353,1106353
(주)하츠,66130,Dec-12,-2417920,-2417920
(주)하츠,66130,Dec-13,-67176,-67176
(주)하츠,66130,Dec-14,3746206,3746206
(주)하츠,66130,Dec-15,4475704,4475704
(주)하츠,66130,Dec-16,4391599,4391599
(주)하츠,66130,Dec-17,5247724,5247724
(주)하츠,66130,Dec-18,1250559,1250559
(주)하츠,66130,Dec-19,2497963,2497963
(주)하츠,66130,Dec-20,7938567,7938567
(주)한국경제티브이,39340,Dec-11,10547750,10503448
(주)한국경제티브이,39340,Dec-12,7091060,6548220
(주)한국경제티브이,39340,Dec-13,2060251,2148621
(주)한국경제티브이,39340,Dec-14,5048730,5071507
(주)한국경제티브이,39340,Dec-15,11667806,11465843
(주)한국경제티브이,39340,Dec-16,14190436,14378501
(주)한국경제티브이,39340,Dec-17,9202135,9084331
(주)한국경제티브이,39340,Dec-18,15340397,15546640
(주)한국경제티브이,39340,Dec-19,14405634,13691976
(주)한국경제티브이,39340,Dec-20,18337570,18182633
(주)한글과컴퓨터,30520,Dec-11,21407150,22375388
(주)한글과컴퓨터,30520,Dec-12,24184170,24758777
(주)한글과컴퓨터,30520,Dec-13,22995656,25079192
(주)한글과컴퓨터,30520,Dec-14,26684532,27486141
(주)한글과컴퓨터,30520,Dec-15,29690173,27919195
(주)한글과컴퓨터,30520,Dec-16,30203714,29041333
(주)한글과컴퓨터,30520,Dec-17,29741681,32286496
(주)한글과컴퓨터,30520,Dec-18,25052251,42481575
(주)한글과컴퓨터,30520,Dec-19,28219649,33207231
(주)한글과컴퓨터,30520,Dec-20,32619638,68214218
(주)헬릭스미스,84990,Dec-11,-3053421,-3053483
(주)헬릭스미스,84990,Dec-12,-1675650,-1676179
(주)헬릭스미스,84990,Dec-13,378821,378665
(주)헬릭스미스,84990,Dec-14,246462,246462
(주)헬릭스미스,84990,Dec-15,1072455,1072455
(주)헬릭스미스,84990,Dec-16,303380,303380
(주)헬릭스미스,84990,Dec-17,-6941157,-6941157
(주)헬릭스미스,84990,Dec-18,-14130154,-21203499
(주)헬릭스미스,84990,Dec-19,-36488089,-41733789
(주)헬릭스미스,84990,Dec-20,-55775941,-71100610
(주)현대공업,170030,Dec-11,3643826,3643826
(주)현대공업,170030,Dec-12,4644932,9271100
(주)현대공업,170030,Dec-13,6277694,15814786
(주)현대공업,170030,Dec-14,3133379,16215834
(주)현대공업,170030,Dec-15,4745783,16028925
(주)현대공업,170030,Dec-16,4996213,18205664
(주)현대공업,170030,Dec-17,3109304,9112603
(주)현대공업,170030,Dec-18,133504,-576917
(주)현대공업,170030,Dec-19,3949790,3354151
(주)현대공업,170030,Dec-20,12906380,12650276
(주)현대이지웰,90850,Dec-11,5334952,5334952
(주)현대이지웰,90850,Dec-12,4411086,4411086
(주)현대이지웰,90850,Dec-13,4741756,4741756
(주)현대이지웰,90850,Dec-14,4935664,4935664
(주)현대이지웰,90850,Dec-15,5070042,4575470
(주)현대이지웰,90850,Dec-16,2159756,604133
(주)현대이지웰,90850,Dec-17,5466339,4330782
(주)현대이지웰,90850,Dec-18,7693128,7001402
(주)현대이지웰,90850,Dec-19,9615431,9407463
(주)현대이지웰,90850,Dec-20,13180130,13310938
(주)홈센타홀딩스,60560,Dec-11,3047470,2935848
(주)홈센타홀딩스,60560,Dec-12,-585829,166582
(주)홈센타홀딩스,60560,Dec-13,933545,2078907
(주)홈센타홀딩스,60560,Dec-14,-1977667,-2472422
(주)홈센타홀딩스,60560,Dec-15,1376729,2159994
(주)홈센타홀딩스,60560,Dec-16,2221181,66209
(주)홈센타홀딩스,60560,Dec-17,3492686,1531877
(주)홈센타홀딩스,60560,Dec-18,3798752,-4917182
(주)홈센타홀딩스,60560,Dec-19,1008112,2558151
(주)홈센타홀딩스,60560,Dec-20,2612709,6585716
(주)화신정공,126640,Dec-11,1845260,1845260
(주)화신정공,126640,Dec-12,7207043,7207043
(주)화신정공,126640,Dec-13,8210029,8210029
(주)화신정공,126640,Dec-14,6310667,6310667
(주)화신정공,126640,Dec-15,5152235,5152235
(주)화신정공,126640,Dec-16,4456444,4456444
(주)화신정공,126640,Dec-17,2826805,2826805
(주)화신정공,126640,Dec-18,1530266,1530266
(주)화신정공,126640,Dec-19,4004775,4004775
(주)화신정공,126640,Dec-20,6606073,6606073
고려신용정보(주),49720,Dec-11,2678575,2678575
고려신용정보(주),49720,Dec-12,2003348,1845174
고려신용정보(주),49720,Dec-13,655003,274570
고려신용정보(주),49720,Dec-14,1993144,1791490
고려신용정보(주),49720,Dec-15,5186566,5140110
고려신용정보(주),49720,Dec-16,5499336,5415998
고려신용정보(주),49720,Dec-17,4989049,4989049
고려신용정보(주),49720,Dec-18,7324008,7324008
고려신용정보(주),49720,Dec-19,8367014,8083788
고려신용정보(주),49720,Dec-20,9776849,10461699
나이스평가정보(주),30190,Dec-11,19305745,20997344
나이스평가정보(주),30190,Dec-12,17543570,19386917
나이스평가정보(주),30190,Dec-13,20557591,22075187
나이스평가정보(주),30190,Dec-14,22166839,22815676
나이스평가정보(주),30190,Dec-15,28517803,28116317
나이스평가정보(주),30190,Dec-16,39439958,39206934
나이스평가정보(주),30190,Dec-17,43052600,42623652
나이스평가정보(주),30190,Dec-18,47439007,48605376
나이스평가정보(주),30190,Dec-19,49970920,51340883
나이스평가정보(주),30190,Dec-20,59984925,62718417
남화산업(주),111710,Dec-11,8659244,
남화산업(주),111710,Dec-12,6667531,6667531
남화산업(주),111710,Dec-13,5525886,5525886
남화산업(주),111710,Dec-14,3593584,3593584
남화산업(주),111710,Dec-15,4291848,4291848
남화산업(주),111710,Dec-16,3305196,3305196
남화산업(주),111710,Dec-17,4378393,4378393
남화산업(주),111710,Dec-18,3732796,3732796
남화산업(주),111710,Dec-19,5545771,5545771
남화산업(주),111710,Dec-20,7450789,7450789
남화토건(주),91590,Dec-11,9007710,8684570
남화토건(주),91590,Dec-12,5157650,5117490
남화토건(주),91590,Dec-13,3356789,3105668
남화토건(주),91590,Dec-14,3534847,3143954
남화토건(주),91590,Dec-15,-1111551,-1508090
남화토건(주),91590,Dec-16,3490683,3430927
남화토건(주),91590,Dec-17,5211290,5330586
남화토건(주),91590,Dec-18,1203420,1184315
남화토건(주),91590,Dec-19,2293637,1681984
남화토건(주),91590,Dec-20,5186219,4593398
대양전기공업(주),108380,Dec-11,9824749,9824749
대양전기공업(주),108380,Dec-12,12965535,15429888
대양전기공업(주),108380,Dec-13,13830825,17397022
대양전기공업(주),108380,Dec-14,11847166,15652271
대양전기공업(주),108380,Dec-15,13006945,17925202
대양전기공업(주),108380,Dec-16,13645629,18314534
대양전기공업(주),108380,Dec-17,10325680,14747504
대양전기공업(주),108380,Dec-18,7490931,9492282
대양전기공업(주),108380,Dec-19,12476231,14859314
대양전기공업(주),108380,Dec-20,14572920,16298014
대주전자재료(주),78600,Dec-11,9198843,9654710
대주전자재료(주),78600,Dec-12,10069776,8503940
대주전자재료(주),78600,Dec-13,1792624,1378300
대주전자재료(주),78600,Dec-14,-20455,326559
대주전자재료(주),78600,Dec-15,-2387531,-2323080
대주전자재료(주),78600,Dec-16,3216977,4035093
대주전자재료(주),78600,Dec-17,2289479,2977464
