회사명,거래소코드,회계년도,[제조]영업이익(손실),[제조]영업이익(손실)(연결)
대주전자재료(주),78600,Dec-18,3494514,3740663
대주전자재료(주),78600,Dec-19,565352,2663206
대주전자재료(주),78600,Dec-20,8925180,9021434
데브시스터즈(주),194480,Dec-13,24093444,24093444
데브시스터즈(주),194480,Dec-14,33026444,33026444
데브시스터즈(주),194480,Dec-15,-3783305,-4134478
데브시스터즈(주),194480,Dec-16,-11635280,-12120671
데브시스터즈(주),194480,Dec-17,-10645016,-14370381
데브시스터즈(주),194480,Dec-18,4142846,-12322058
데브시스터즈(주),194480,Dec-19,-1639230,-22185728
데브시스터즈(주),194480,Dec-20,8534444,-6123222
동양파일(주),228340,Dec-14,25777360,25777360
동양파일(주),228340,Dec-15,34897506,34897506
동양파일(주),228340,Dec-16,38449581,38449581
동양파일(주),228340,Dec-17,14717483,14717483
동양파일(주),228340,Dec-18,-2209925,-2209925
동양파일(주),228340,Dec-19,-5490940,-5490940
동양파일(주),228340,Dec-20,-4054347,-4054347
디엑스앤브이엑스(주),180400,Dec-13,-19501,-19501
디엑스앤브이엑스(주),180400,Dec-14,362097,362097
디엑스앤브이엑스(주),180400,Dec-15,561380,561380
디엑스앤브이엑스(주),180400,Dec-16,-681656,-681656
디엑스앤브이엑스(주),180400,Dec-17,-3249191,-3249191
디엑스앤브이엑스(주),180400,Dec-18,-7808987,-7982438
디엑스앤브이엑스(주),180400,Dec-19,-5888566,-6983561
디엑스앤브이엑스(주),180400,Dec-20,-4672327,-5979079
리노공업(주),58470,Dec-11,23432594,23432594
리노공업(주),58470,Dec-12,27739233,27739233
리노공업(주),58470,Dec-13,28829491,28829491
리노공업(주),58470,Dec-14,32718314,32718314
리노공업(주),58470,Dec-15,36009931,36009931
리노공업(주),58470,Dec-16,39316220,39316220
리노공업(주),58470,Dec-17,49156999,49156999
리노공업(주),58470,Dec-18,51196135,51196135
리노공업(주),58470,Dec-19,64141630,64141630
리노공업(주),58470,Dec-20,77881754,77881754
마이크로로봇(주),182690,Dec-11,851064,851064
마이크로로봇(주),182690,Dec-12,3903821,3903821
마이크로로봇(주),182690,Dec-13,6607293,6607293
마이크로로봇(주),182690,Dec-14,4780184,4780184
마이크로로봇(주),182690,Dec-15,1620829,1620829
마이크로로봇(주),182690,Dec-16,-4305834,-4305834
마이크로로봇(주),182690,Dec-17,-5169106,-5176791
마이크로로봇(주),182690,Dec-18,-4971473,-6523301
마이크로로봇(주),182690,Dec-19,-3740848,-4184456
마이크로로봇(주),182690,Dec-20,230484,-509191
삼목에스폼(주),18310,Dec-11,4292313,4292313
삼목에스폼(주),18310,Dec-12,6819122,6819122
삼목에스폼(주),18310,Dec-13,25719183,25719183
삼목에스폼(주),18310,Dec-14,49814516,49814516
삼목에스폼(주),18310,Dec-15,41177087,41177087
삼목에스폼(주),18310,Dec-16,46188432,46188432
삼목에스폼(주),18310,Dec-17,44254684,44254684
삼목에스폼(주),18310,Dec-18,43748596,43748596
삼목에스폼(주),18310,Dec-19,11367058,11367058
삼목에스폼(주),18310,Dec-20,-12650723,-12650723
삼아제약(주),9300,Dec-11,7574481,7574481
삼아제약(주),9300,Dec-12,9274160,9274160
삼아제약(주),9300,Dec-13,6054747,6054747
삼아제약(주),9300,Dec-14,5811746,5811746
삼아제약(주),9300,Dec-15,6051081,6051081
삼아제약(주),9300,Dec-16,9576560,9576560
삼아제약(주),9300,Dec-17,7610609,7610609
삼아제약(주),9300,Dec-18,9360979,9360979
삼아제약(주),9300,Dec-19,10398153,10396874
삼아제약(주),9300,Dec-20,3948933,3930495
삼현철강(주),17480,Dec-11,20362541,20362541
삼현철강(주),17480,Dec-12,10637141,10637141
삼현철강(주),17480,Dec-13,9537089,9537089
삼현철강(주),17480,Dec-14,9162998,9162998
삼현철강(주),17480,Dec-15,7289662,7289662
삼현철강(주),17480,Dec-16,7838464,7838464
삼현철강(주),17480,Dec-17,9119835,9119835
삼현철강(주),17480,Dec-18,9028915,9028915
삼현철강(주),17480,Dec-19,7948388,7948388
삼현철강(주),17480,Dec-20,8630241,8630241
서암기계공업(주),100660,Dec-11,8108428,8108428
서암기계공업(주),100660,Dec-12,6368717,6368717
서암기계공업(주),100660,Dec-13,2081082,2081082
서암기계공업(주),100660,Dec-14,979990,979990
서암기계공업(주),100660,Dec-15,673016,673016
서암기계공업(주),100660,Dec-16,38364,38364
서암기계공업(주),100660,Dec-17,2315027,2315027
서암기계공업(주),100660,Dec-18,3071249,3071249
서암기계공업(주),100660,Dec-19,1505005,1505005
서암기계공업(주),100660,Dec-20,-451562,-451562
서호전기(주),65710,Dec-11,-832232,-588133
서호전기(주),65710,Dec-12,309518,425318
서호전기(주),65710,Dec-13,1152062,1207581
서호전기(주),65710,Dec-14,2638084,2420041
서호전기(주),65710,Dec-15,3552431,3347999
서호전기(주),65710,Dec-16,8098861,7865944
서호전기(주),65710,Dec-17,12829879,12988135
서호전기(주),65710,Dec-18,5907530,6540195
서호전기(주),65710,Dec-19,11994987,12245033
서호전기(주),65710,Dec-20,11134307,11306246
애니젠(주),196300,Dec-11,-825379,-825379
애니젠(주),196300,Dec-12,-62874,-62874
애니젠(주),196300,Dec-13,412368,412368
애니젠(주),196300,Dec-14,-121047,-121047
애니젠(주),196300,Dec-15,-1183223,-1183223
애니젠(주),196300,Dec-16,-1053225,-1053225
애니젠(주),196300,Dec-17,273915,273915
애니젠(주),196300,Dec-18,-5151124,-5151124
애니젠(주),196300,Dec-19,-4260151,-4260151
애니젠(주),196300,Dec-20,-1046686,-1046686
어보브반도체(주),102120,Dec-11,1652954,4671431
어보브반도체(주),102120,Dec-12,3909660,7380185
어보브반도체(주),102120,Dec-13,9387901,9321739
어보브반도체(주),102120,Dec-14,6733442,7157808
어보브반도체(주),102120,Dec-15,5954195,6509092
어보브반도체(주),102120,Dec-16,8941828,9259423
어보브반도체(주),102120,Dec-17,7934117,7541113
어보브반도체(주),102120,Dec-18,7164629,7761850
어보브반도체(주),102120,Dec-19,14627433,13925855
어보브반도체(주),102120,Dec-20,17050229,17621134
에스씨아이평가정보(주),36120,Dec-11,1401289,1401289
에스씨아이평가정보(주),36120,Dec-12,-31767,-31767
에스씨아이평가정보(주),36120,Dec-13,811377,811377
에스씨아이평가정보(주),36120,Dec-14,146277,146277
에스씨아이평가정보(주),36120,Dec-15,976048,976048
에스씨아이평가정보(주),36120,Dec-16,1733780,205057
에스씨아이평가정보(주),36120,Dec-17,1512898,5841
에스씨아이평가정보(주),36120,Dec-18,3402135,1323111
에스씨아이평가정보(주),36120,Dec-19,6348609,6923880
에스씨아이평가정보(주),36120,Dec-20,7818848,8297354
에스케이커뮤니케이션즈(주),66270,Dec-11,4364276,4395585
에스케이커뮤니케이션즈(주),66270,Dec-12,-46915709,-46915709
에스케이커뮤니케이션즈(주),66270,Dec-13,-44814992,-44814992
에스케이커뮤니케이션즈(주),66270,Dec-14,-15973102,-15973102
에스케이커뮤니케이션즈(주),66270,Dec-15,-8947475,-8947475
에스텍(주),69510,Dec-11,12670230,11789554
에스텍(주),69510,Dec-12,8067153,9651881
에스텍(주),69510,Dec-13,6220005,12912883
에스텍(주),69510,Dec-14,8556685,17915962
에스텍(주),69510,Dec-15,2825204,15898296
에스텍(주),69510,Dec-16,715456,17237111
에스텍(주),69510,Dec-17,2012268,16016577
에스텍(주),69510,Dec-18,3999101,18030194
에스텍(주),69510,Dec-19,1201408,17480872
에스텍(주),69510,Dec-20,46464,13323896
에스티팜(주),237690,Dec-11,8462770,8462770
에스티팜(주),237690,Dec-12,10195296,10195296
에스티팜(주),237690,Dec-13,10857388,10857388
에스티팜(주),237690,Dec-14,9729024,9729024
에스티팜(주),237690,Dec-15,34471599,34471599
에스티팜(주),237690,Dec-16,77830775,77583474
에스티팜(주),237690,Dec-17,62302128,61834151
에스티팜(주),237690,Dec-18,-15145523,-15646303
에스티팜(주),237690,Dec-19,-26047186,-26703332
에스티팜(주),237690,Dec-20,-13058345,-18816957
에이피티씨(주),89970,Dec-11,-1003645,-1003645
에이피티씨(주),89970,Dec-12,-1275734,-1275734
에이피티씨(주),89970,Dec-13,-5225696,-5225696
에이피티씨(주),89970,Dec-14,-4311418,-4311418
에이피티씨(주),89970,Dec-17,12690445,12690445
에이피티씨(주),89970,Dec-18,21069166,21069166
에이피티씨(주),89970,Dec-19,16123946,16122699
에이피티씨(주),89970,Dec-20,31109160,29621978
엑스큐어(주),70300,Dec-11,5033979,5033979
엑스큐어(주),70300,Dec-12,-1912161,-1912161
엑스큐어(주),70300,Dec-13,1314207,1314207
엑스큐어(주),70300,Dec-14,-3977511,-3977511
엑스큐어(주),70300,Dec-15,522571,522571
엑스큐어(주),70300,Dec-16,-3099144,-3099144
엑스큐어(주),70300,Dec-17,-1873057,-1873057
엑스큐어(주),70300,Dec-18,-1490364,-1490364
엑스큐어(주),70300,Dec-19,484065,484065
엑스큐어(주),70300,Dec-20,-541946,-541946
영풍정밀(주),36560,Dec-11,20460950,20460950
영풍정밀(주),36560,Dec-12,13316186,13316186
영풍정밀(주),36560,Dec-13,9410191,9410191
영풍정밀(주),36560,Dec-14,9980917,9980917
영풍정밀(주),36560,Dec-15,6537147,6537147
영풍정밀(주),36560,Dec-16,4429675,4429675
영풍정밀(주),36560,Dec-17,7471788,7471788
영풍정밀(주),36560,Dec-18,9110042,9110042
영풍정밀(주),36560,Dec-19,10110293,10110293
영풍정밀(주),36560,Dec-20,10335418,10335418
와이더블유(주),51390,Dec-11,3850906,3568397
와이더블유(주),51390,Dec-12,1971698,1661830
와이더블유(주),51390,Dec-13,2260338,2198996
와이더블유(주),51390,Dec-14,1118363,869100
와이더블유(주),51390,Dec-15,1826834,1569874
와이더블유(주),51390,Dec-16,4260304,3968462
와이더블유(주),51390,Dec-17,4209073,4209073
와이더블유(주),51390,Dec-18,3275619,3275619
와이더블유(주),51390,Dec-19,2753403,2753403
와이더블유(주),51390,Dec-20,3626743,3626743
와토스코리아(주),79000,Dec-11,3633394,3633394
와토스코리아(주),79000,Dec-12,2941694,2941694
와토스코리아(주),79000,Dec-13,2579473,2579473
와토스코리아(주),79000,Dec-14,3862879,3862879
와토스코리아(주),79000,Dec-15,4245911,4245911
와토스코리아(주),79000,Dec-16,2558197,2558197
와토스코리아(주),79000,Dec-17,3537753,3537753
와토스코리아(주),79000,Dec-18,2006407,2006407
와토스코리아(주),79000,Dec-19,505797,505797
와토스코리아(주),79000,Dec-20,156507,156507
웨이포트유한공사,900130,Dec-11,,2737826
웨이포트유한공사,900130,Dec-12,,-7239812
웨이포트유한공사,900130,Dec-13,,-7332495
웨이포트유한공사,900130,Dec-14,,-9616356
웨이포트유한공사,900130,Dec-15,,-1018239
웨이포트유한공사,900130,Dec-16,,-4120374
위즈코프(주),38620,Dec-11,-679290,-1071134
위즈코프(주),38620,Dec-12,-225635,-856687
위즈코프(주),38620,Dec-13,245479,-219382
위즈코프(주),38620,Dec-14,617616,466698
위즈코프(주),38620,Dec-15,394833,290169
위즈코프(주),38620,Dec-16,1102220,1067923
위즈코프(주),38620,Dec-17,1419234,922851
위즈코프(주),38620,Dec-18,1334885,763191
위즈코프(주),38620,Dec-19,1572911,1039680
위즈코프(주),38620,Dec-20,502345,307775
유아이엘(주),49520,Dec-11,-6898920,-2190203
유아이엘(주),49520,Dec-12,2288866,7855257
유아이엘(주),49520,Dec-13,10600440,19419325
유아이엘(주),49520,Dec-14,11801067,27035662
유아이엘(주),49520,Dec-15,4601907,24069835
유아이엘(주),49520,Dec-16,-1638305,20066496
유아이엘(주),49520,Dec-17,4353058,24336006
유아이엘(주),49520,Dec-18,-4402637,8371817
유아이엘(주),49520,Dec-19,-5568779,8864171
유아이엘(주),49520,Dec-20,-12706828,-12718504
이원컴포텍(주),88290,Dec-11,551908,551908
이원컴포텍(주),88290,Dec-12,-56561,-56561
이원컴포텍(주),88290,Dec-13,-2950122,-3153496
이원컴포텍(주),88290,Dec-14,-12117,-677545
이원컴포텍(주),88290,Dec-15,1768235,-1214061
이원컴포텍(주),88290,Dec-16,-2903188,-4482840
이원컴포텍(주),88290,Dec-17,-688027,-2214309
이원컴포텍(주),88290,Dec-18,1299130,601722
이원컴포텍(주),88290,Dec-19,1335594,1356893
이원컴포텍(주),88290,Dec-20,-4554421,-5152913
이트론(주),96040,Dec-11,-3580030,-6652535
이트론(주),96040,Dec-12,-1149990,-3706638
이트론(주),96040,Dec-13,1619242,1664805
이트론(주),96040,Dec-14,136974,136974
이트론(주),96040,Dec-15,-5112028,-5112028
이트론(주),96040,Dec-16,-4000440,-4000440
이트론(주),96040,Dec-17,214267,214267
이트론(주),96040,Dec-18,-4433248,-4433248
이트론(주),96040,Dec-19,-2335622,-2335622
이트론(주),96040,Dec-20,457741,450162
인포뱅크(주),39290,Dec-11,-855641,-855641
인포뱅크(주),39290,Dec-12,1022194,1022194
인포뱅크(주),39290,Dec-13,-4517872,-4168744
인포뱅크(주),39290,Dec-14,-2915127,-2893853
인포뱅크(주),39290,Dec-15,315215,669178
인포뱅크(주),39290,Dec-16,216157,561469
인포뱅크(주),39290,Dec-17,2053582,2539518
인포뱅크(주),39290,Dec-18,2141088,2380163
인포뱅크(주),39290,Dec-19,655418,794191
인포뱅크(주),39290,Dec-20,406663,594973
자이글(주),234920,Dec-13,7162723,7162723
자이글(주),234920,Dec-14,11407298,11407298
자이글(주),234920,Dec-15,16692923,16692923
자이글(주),234920,Dec-16,13100447,13100447
자이글(주),234920,Dec-17,5913449,5951009
자이글(주),234920,Dec-18,-6378357,-6410640
자이글(주),234920,Dec-19,-15558171,-15558171
자이글(주),234920,Dec-20,1260716,1260716
지더블유바이텍(주),36180,Dec-11,-20482,-20482
지더블유바이텍(주),36180,Dec-12,-1925367,-1925367
지더블유바이텍(주),36180,Dec-13,202885,202885
지더블유바이텍(주),36180,Dec-14,216386,216386
지더블유바이텍(주),36180,Dec-15,658410,658410
지더블유바이텍(주),36180,Dec-16,1079341,1079341
지더블유바이텍(주),36180,Dec-17,1415359,1415359
지더블유바이텍(주),36180,Dec-18,1631201,1631201
지더블유바이텍(주),36180,Dec-19,567501,195183
지더블유바이텍(주),36180,Dec-20,85013,31309
차이나그레이트스타인터내셔널리미티드,900040,Dec-11,,64690456
차이나그레이트스타인터내셔널리미티드,900040,Dec-12,,70350636
차이나그레이트스타인터내셔널리미티드,900040,Dec-13,,77651115
차이나그레이트스타인터내셔널리미티드,900040,Dec-14,,80061039
차이나그레이트스타인터내셔널리미티드,900040,Dec-15,,81860283
차이나그레이트스타인터내셔널리미티드,900040,Dec-16,,73556766
차이나그레이트스타인터내셔널리미티드,900040,Dec-17,,-18713937
차이나그레이트스타인터내셔널리미티드,900040,Dec-18,,51562921
케이에이치전자(주),111870,Dec-11,11986111,12600089
케이에이치전자(주),111870,Dec-12,10169927,10416344
케이에이치전자(주),111870,Dec-13,8730818,8216588
케이에이치전자(주),111870,Dec-14,2606662,2953088
케이에이치전자(주),111870,Dec-15,5014436,5403212
케이에이치전자(주),111870,Dec-16,3510408,4872376
케이에이치전자(주),111870,Dec-17,2507504,3947909
케이에이치전자(주),111870,Dec-18,8103,778779
케이에이치전자(주),111870,Dec-19,-2751876,-2604194
케이에이치전자(주),111870,Dec-20,-7337984,-11904165
코아스템(주),166480,Dec-13,-2917990,-2405753
코아스템(주),166480,Dec-14,-3755313,-1803571
코아스템(주),166480,Dec-15,-1608171,1367664
코아스템(주),166480,Dec-16,-3621653,-1623644
코아스템(주),166480,Dec-17,-4144096,-5070660
코아스템(주),166480,Dec-18,-4258211,-4020568
코아스템(주),166480,Dec-19,-6831892,-5088389
코아스템(주),166480,Dec-20,-9328781,-6998080
키네마스터(주),139670,Dec-11,3114608,3114608
키네마스터(주),139670,Dec-12,4371613,4371613
키네마스터(주),139670,Dec-13,4549263,4549263
키네마스터(주),139670,Dec-14,2228410,2289241
키네마스터(주),139670,Dec-15,-2096716,-2181824
키네마스터(주),139670,Dec-16,-5004644,-4966034
키네마스터(주),139670,Dec-17,-3393645,-3364001
키네마스터(주),139670,Dec-18,2226874,-3123903
키네마스터(주),139670,Dec-19,-391591,317948
키네마스터(주),139670,Dec-20,2393686,4103713
테고사이언스(주),191420,Dec-12,1891564,1891564
테고사이언스(주),191420,Dec-13,1819512,1819512
테고사이언스(주),191420,Dec-14,1704797,1704797
테고사이언스(주),191420,Dec-15,1368289,1368289
테고사이언스(주),191420,Dec-16,2493902,2333868
테고사이언스(주),191420,Dec-17,2358075,2086795
테고사이언스(주),191420,Dec-18,1175010,872812
테고사이언스(주),191420,Dec-19,418659,345960
테고사이언스(주),191420,Dec-20,1776981,1575382
피씨엘(주),241820,Dec-13,-298364,-298364
피씨엘(주),241820,Dec-14,-472983,-472983
피씨엘(주),241820,Dec-15,-1361900,-1361900
피씨엘(주),241820,Dec-16,-2382776,-2382776
피씨엘(주),241820,Dec-17,-4086984,-4086984
피씨엘(주),241820,Dec-18,-6003150,-6003150
피씨엘(주),241820,Dec-19,-6412497,-6412497
피씨엘(주),241820,Dec-20,25675912,25675912
피에스케이홀딩스(주),31980,Dec-11,3910384,4100847
피에스케이홀딩스(주),31980,Dec-12,4847813,8659541
피에스케이홀딩스(주),31980,Dec-13,13619706,21039565
피에스케이홀딩스(주),31980,Dec-14,16631079,17505053
피에스케이홀딩스(주),31980,Dec-15,12727375,16684579
피에스케이홀딩스(주),31980,Dec-16,22039270,25322715
피에스케이홀딩스(주),31980,Dec-17,55838199,57678366
피에스케이홀딩스(주),31980,Dec-18,61943757,67584477
피에스케이홀딩스(주),31980,Dec-19,1937424,1462469
피에스케이홀딩스(주),31980,Dec-20,-2058963,-2464096
한국전자인증(주),41460,Dec-11,4039563,4039563
한국전자인증(주),41460,Dec-12,4872967,4413154
한국전자인증(주),41460,Dec-13,5242275,3868710
한국전자인증(주),41460,Dec-14,5388143,3570030
한국전자인증(주),41460,Dec-15,6630318,4481513
한국전자인증(주),41460,Dec-16,7286154,5126425
한국전자인증(주),41460,Dec-17,7111158,5084812
한국전자인증(주),41460,Dec-18,6219403,3596865
한국전자인증(주),41460,Dec-19,6897444,2321880
한국전자인증(주),41460,Dec-20,6143970,4596355
한국정보인증(주),53300,Dec-11,4073216,4073216
한국정보인증(주),53300,Dec-12,4403661,4497850
한국정보인증(주),53300,Dec-13,4526316,4684889
한국정보인증(주),53300,Dec-14,4059864,4209463
한국정보인증(주),53300,Dec-15,5412214,5533739
한국정보인증(주),53300,Dec-16,6778702,6962117
한국정보인증(주),53300,Dec-17,7936859,8130846
한국정보인증(주),53300,Dec-18,8844034,9011736
한국정보인증(주),53300,Dec-19,9392395,9271306
한국정보인증(주),53300,Dec-20,10474688,10421378
한국컴퓨터(주),54040,Dec-11,8522868,7769618
한국컴퓨터(주),54040,Dec-12,6986189,7461679
한국컴퓨터(주),54040,Dec-13,15638471,15459239
한국컴퓨터(주),54040,Dec-14,8378519,8345793
한국컴퓨터(주),54040,Dec-15,10433253,8952288
한국컴퓨터(주),54040,Dec-16,7503996,7449343
한국컴퓨터(주),54040,Dec-17,3531538,3368177
한국컴퓨터(주),54040,Dec-18,84853,-5305299
한국컴퓨터(주),54040,Dec-19,358510,7190860
한국컴퓨터(주),54040,Dec-20,1666058,10096641
한일사료(주),5860,Dec-11,2076294,7072656
한일사료(주),5860,Dec-12,444656,2227489
한일사료(주),5860,Dec-13,504861,2481866
한일사료(주),5860,Dec-14,3440319,6413617
한일사료(주),5860,Dec-15,2894232,-9597604
한일사료(주),5860,Dec-16,1024653,6633063
한일사료(주),5860,Dec-17,603139,-856536
한일사료(주),5860,Dec-18,1244207,2057669
한일사료(주),5860,Dec-19,737564,4440261
한일사료(주),5860,Dec-20,920750,3429452
해성산업(주),34810,Dec-11,3480683,3480683
해성산업(주),34810,Dec-12,3479050,3479050
해성산업(주),34810,Dec-13,3117705,3117705
해성산업(주),34810,Dec-14,3024258,3024258
해성산업(주),34810,Dec-15,2776302,2776302
해성산업(주),34810,Dec-16,2419151,2419151
해성산업(주),34810,Dec-17,2418620,2418620
해성산업(주),34810,Dec-18,2735487,2735487
해성산업(주),34810,Dec-19,5217232,5217232
해성산업(주),34810,Dec-20,8003448,23066212
현대에이치티(주),39010,Dec-11,-6974144,-6960662
현대에이치티(주),39010,Dec-12,188859,194202
현대에이치티(주),39010,Dec-13,-436361,-441935
현대에이치티(주),39010,Dec-14,5280893,5282996
현대에이치티(주),39010,Dec-15,8640918,8645211
현대에이치티(주),39010,Dec-16,10680912,10675058
현대에이치티(주),39010,Dec-17,17630649,17629337
현대에이치티(주),39010,Dec-18,20095396,20098393
현대에이치티(주),39010,Dec-19,10499476,10499476
현대에이치티(주),39010,Dec-20,8626234,8626234
휴림네트웍스(주),192410,Dec-11,2754272,2754272
휴림네트웍스(주),192410,Dec-12,5368910,5368910
휴림네트웍스(주),192410,Dec-13,2490963,2490963
휴림네트웍스(주),192410,Dec-14,4919086,4919086
휴림네트웍스(주),192410,Dec-15,494284,345831
휴림네트웍스(주),192410,Dec-16,-4919926,-5234529
휴림네트웍스(주),192410,Dec-17,-763184,1374839
휴림네트웍스(주),192410,Dec-18,-5450503,-3598661
휴림네트웍스(주),192410,Dec-19,1492348,3645310
휴림네트웍스(주),192410,Dec-20,-1812984,-11779313
휴젤(주),145020,Dec-11,8357190,8527335
휴젤(주),145020,Dec-12,8593351,8051949
휴젤(주),145020,Dec-13,8685367,11584289
휴젤(주),145020,Dec-14,12706010,15488189
휴젤(주),145020,Dec-15,10655841,17757468
휴젤(주),145020,Dec-16,28344360,63260268
휴젤(주),145020,Dec-17,61743506,101924345
휴젤(주),145020,Dec-18,39482005,60194964
휴젤(주),145020,Dec-19,41865498,68086697
휴젤(주),145020,Dec-20,49310445,78059793
흥구석유(주),24060,Dec-11,1696735,1696735
흥구석유(주),24060,Dec-12,739035,739035
흥구석유(주),24060,Dec-13,-210489,-210489
흥구석유(주),24060,Dec-14,1161508,1161508
흥구석유(주),24060,Dec-15,462400,462400
흥구석유(주),24060,Dec-16,963788,963788
흥구석유(주),24060,Dec-17,751487,751487
흥구석유(주),24060,Dec-18,1092436,1092436
흥구석유(주),24060,Dec-19,500763,500763
흥구석유(주),24060,Dec-20,-493797,-493797
